;state_code;county_code;site_num;address;state;county;city;date_local;unit_NO2;mean_NO2;firstMV_NO2;firstMH_NO2;aqi_NO2;unit_O3;mean_O3;firstMV_O3;firstMH_O3;aqi_O3;unit_SO2;mean_SO2;firstMV_SO2;firstMH_SO2;aqi_SO2;unit_CO;mean_CO;firstMV_CO;firstMH_CO;aqi_CO
287822;6;37;1002;228 W. PALM AVE., BURBANK;California;Los Angeles;Burbank;2003-03-01;Parts per billion;24.086957;40.0;0;38;Parts per million;0.0166669999999999;0.038;10;32;Parts per billion;0.0434779999999999;1.0;5;1.0;Parts per million;0.916667;1.5;6;17.0
74053;42;21;11;MILLER AUTO SHOP 1 MESSENGER ST;Pennsylvania;Cambria;Johnstown;2000-08-03;Parts per billion;16.291667;32.0;15;30;Parts per million;0.023208000000000003;0.0409999999999999;8;35;Parts per billion;9.2625;30.0;17;;Parts per million;0.479167;0.6;22;7.0
228164;17;31;4002;1820 S. 51ST AVE.;Illinois;Cook;Cicero;2002-08-07;Parts per billion;15.0;28.0;22;26;Parts per million;0.023292;0.031;13;26;Parts per billion;1.275;2.3;5;;Parts per million;0.6;0.8;20;9.0
64694;36;81;97;56TH AVE AT SPRINGFIELD BLVD;New York;Queens;New York;2000-04-13;Parts per billion;20.0;39.0;23;37;Parts per million;0.024583;0.036000000000000004;8;31;Parts per billion;3.708333;8.0;5;11.0;Parts per million;0.3;0.4;5;
89424;51;59;5001;LEWINSVILLE 1437 BALLS HILL RD;Virginia;Fairfax;McLean;2000-01-15;Parts per billion;19.583333;26.0;7;25;Parts per million;0.006917;0.009000000000000001;9;8;Parts per billion;5.9375;7.0;5;;Parts per million;1.204167;1.6;5;
295569;6;65;8001;5888 MISSION BLVD., RUBIDOUX;California;Riverside;Rubidoux;2003-09-28;Parts per billion;13.217391000000001;24.0;8;23;Parts per million;0.04325;0.092;11;142;Parts per billion;0.173913;1.0;0;1.0;Parts per million;0.8347829999999999;1.2;5;
181311;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2002-02-18;Parts per billion;14.541667000000002;46.0;23;43;Parts per million;0.030667000000000003;0.047;10;40;Parts per billion;0.6375;1.3;2;;Parts per million;0.4125;0.9;23;
401245;11;1;41;420 34th Street N.E.,Washington, DC 20019;District Of Columbia;District of Columbia;Washington;2004-12-29;Parts per billion;31.791666999999997;49.0;22;46;Parts per million;0.003625;0.008;0;7;Parts per billion;15.208332999999998;30.0;16;43.0;Parts per million;0.9125;2.2;23;25.0
398675;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2004-03-02;Parts per billion;20.956522;48.0;7;45;Parts per million;0.015708;0.0289999999999999;10;25;Parts per billion;1.7;8.0;11;;Parts per million;0.579167;0.7;11;8.0
135594;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2001-04-15;Parts per billion;6.1666669999999995;12.0;6;11;Parts per million;0.02025;0.032;9;27;Parts per billion;2.6;6.3;8;;Parts per million;0.5;0.5;0;6.0
415833;34;7;3;"COPEWOOD E. DAVIS STS; TRAILER";New Jersey;Camden;Camden;2004-10-12;Parts per billion;21.166667;40.0;19;38;Parts per million;0.011875;0.023;9;19;Parts per billion;1.6875;2.0;11;;Parts per million;0.3708329999999999;0.5;21;6.0
231852;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2002-06-15;Parts per billion;0.583333;1.0;0;1;Parts per million;0.030667000000000003;0.047;8;40;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.108333;0.2;13;2.0
287413;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2003-11-19;Parts per billion;12.260869999999999;17.0;17;16;Parts per million;0.004792;0.012;9;10;Parts per billion;0.06087000000000001;0.2;20;0.0;Parts per million;1.391304;3.4;21;
143883;21;19;15;32ND & RAILROAD STS.;Kentucky;Boyd;Ashland;2001-06-21;Parts per billion;14.173913;32.0;8;30;Parts per million;0.041417;0.067;10;74;Parts per billion;5.2;15.3;8;;Parts per million;0.091304;0.3;8;
312128;6;95;4;304 TUOLUMNE ST.;California;Solano;Vallejo;2003-01-31;Parts per billion;16.652174;23.0;0;22;Parts per million;0.0037920000000000002;0.006;8;5;Parts per billion;1.590909;3.0;10;4.0;Parts per million;0.420833;0.5;0;6.0
206055;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2002-07-04;Parts per billion;8.565217;13.0;21;12;Parts per million;0.050375;0.083;11;119;Parts per billion;2.173913;5.0;20;7.0;Parts per million;0.234783;0.3;10;
303099;6;73;2007;1100 PASEO INTERNATIONAL, OTAY MESA, CA;California;San Diego;San Diego;2003-07-20;Parts per billion;10.695652;18.0;22;17;Parts per million;0.027875;0.053;8;45;Parts per billion;3.0;3.0;0;4.0;Parts per million;0.5782609999999999;1.0;5;
108196;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2001-08-16;Parts per billion;26.695652000000006;54.0;9;51;Parts per million;0.025167;0.04;12;34;Parts per billion;2.347826;23.0;10;33.0;Parts per million;0.13913;0.5;9;
176715;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2001-07-25;Parts per billion;16.714285999999998;45.0;6;42;Parts per million;0.042875;0.067;10;74;Parts per billion;1.590909;4.0;3;6.0;Parts per million;0.354545;0.7;6;
93034;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2001-12-20;Parts per billion;46.625;71.0;22;69;Parts per million;0.003917;0.009000000000000001;8;8;Parts per billion;6.2083330000000005;18.0;22;26.0;Parts per million;1.8791669999999998;6.0;22;
427175;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2004-05-31;Parts per billion;6.6666669999999995;14.0;3;13;Parts per million;0.022542;0.0289999999999999;2;25;Parts per billion;0.275;1.3;23;;Parts per million;0.25416700000000003;0.4;0;
437450;42;133;8;HILL ST.;Pennsylvania;York;York;2004-09-04;Parts per billion;18.791667;35.0;0;33;Parts per million;0.031333;0.07;10;84;Parts per billion;6.5875;31.6;11;;Parts per million;0.641667;0.8;3;9.0
1802;4;13;3003;2857 N MILLER RD-S SCOTTSDALE STN;Arizona;Maricopa;Scottsdale;2000-09-18;Parts per billion;17.125;31.0;0;29;Parts per million;0.028125;0.049;9;42;Parts per billion;0.666667;2.0;14;3.0;Parts per million;0.24166700000000002;0.6;6;
340238;40;21;9002;P.O. BOX 948   TAHLEQUAH, OK  74464;Oklahoma;Cherokee;Park Hill;2003-05-20;Parts per billion;4.2916669999999995;7.0;19;7;Parts per million;0.03375;0.04;11;34;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.0;0.0;0;0.0
208932;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2002-07-05;Parts per billion;6.9565220000000005;11.0;0;10;Parts per million;0.032542;0.0409999999999999;9;35;Parts per billion;4.391304;7.0;0;10.0;Parts per million;0.458333;0.5;1;6.0
21514;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2000-04-23;Parts per billion;4.73913;13.0;6;12;Parts per million;0.039167;0.054000000000000006;10;46;Parts per billion;0.0434779999999999;1.0;17;1.0;Parts per million;0.091304;0.2;0;
333132;34;7;3;"COPEWOOD E. DAVIS STS; TRAILER";New Jersey;Camden;Camden;2003-05-30;Parts per billion;27.125;57.0;21;54;Parts per million;0.0280829999999999;0.059000000000000004;11;50;Parts per billion;3.2625;6.6;8;;Parts per million;0.745833;1.0;23;11.0
279234;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2003-08-23;Parts per billion;8.695652;18.0;23;17;Parts per million;0.02725;0.051;10;43;Parts per billion;0.818182;9.0;11;13.0;Parts per million;0.37916700000000003;0.4;0;5.0
234943;21;19;17;FIVCO HEALTH DEPARTMENT, 2924 HOLT STREET;Kentucky;Boyd;Ashland;2002-07-16;Parts per billion;7.695652000000001;16.0;21;15;Parts per million;0.0505;0.094;11;147;Parts per billion;3.1;6.6;20;;Parts per million;0.3125;2.2;9;
326724;25;25;42;HARRISON AVE;Massachusetts;Suffolk;Boston;2003-01-12;Parts per billion;19.583333;29.0;20;27;Parts per million;0.020625;0.025;10;21;Parts per billion;4.428571;5.3;8;;Parts per million;0.225;0.3;0;3.0
421628;37;119;41;1130 EASTWAY DRIVE;North Carolina;Mecklenburg;Charlotte;2004-09-04;Parts per billion;8.333333;18.0;0;17;Parts per million;0.027000000000000003;0.039;10;33;Parts per billion;0.8125;2.0;2;;Parts per million;0.358333;0.5;1;6.0
74649;42;69;2006;GEORGE ST TROOP AND CITY OF SCRANTON;Pennsylvania;Lackawanna;Scranton;2000-05-30;Parts per billion;12.083333;30.0;23;28;Parts per million;0.02225;0.039;10;33;Parts per billion;0.5375;2.0;5;;Parts per million;0.116667;0.2;0;2.0
203136;6;65;8001;5888 MISSION BLVD., RUBIDOUX;California;Riverside;Rubidoux;2002-04-09;Parts per billion;26.565216999999997;36.0;7;34;Parts per million;0.025625;0.055;11;47;Parts per billion;0.0;0.0;2;;Parts per million;1.083333;1.6;7;18.0
40174;11;1;41;420 34th Street N.E.,Washington, DC 20019;District Of Columbia;District of Columbia;Washington;2000-04-13;Parts per billion;27.875;46.0;5;43;Parts per million;0.018000000000000002;0.0279999999999999;9;24;Parts per billion;5.4583330000000005;9.0;3;13.0;Parts per million;1.15;1.8;6;
62946;34;7;3;"COPEWOOD E. DAVIS STS; TRAILER";New Jersey;Camden;Camden;2000-09-26;Parts per billion;9.25;14.0;12;13;Parts per million;0.0046429999999999;0.011000000000000001;10;9;Parts per billion;1.75;3.0;23;;Parts per million;0.504167;0.6;6;
133756;8;1;3001;3174 E. 78TH AVE.;Colorado;Adams;Welby;2001-12-17;Parts per billion;50.086957;67.0;9;65;Parts per million;0.001;0.003;7;3;Parts per billion;5.342857;19.0;11;;Parts per million;1.454167;2.7;23;31.0
308805;6;83;2011;380 N FAIRVIEW AVENUE, GOLETA;California;Santa Barbara;Goleta;2003-08-01;Parts per billion;6.9565220000000005;15.0;20;14;Parts per million;0.021476;0.0279999999999999;9;24;Parts per billion;0.0;0.0;5;;Parts per million;0.24347800000000003;0.3;7;
141097;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2001-06-29;Parts per billion;2.208333;5.0;1;5;Parts per million;0.029833;0.042;11;36;Parts per billion;0.041667;1.0;7;1.0;Parts per million;0.1;0.2;6;
22151;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2000-09-29;Parts per billion;25.954545;53.0;19;50;Parts per million;0.032667;0.071;10;87;Parts per billion;1.409091;3.0;6;4.0;Parts per million;0.466667;0.9;7;10.0
199829;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2002-10-22;Parts per billion;36.956522;53.0;10;50;Parts per million;0.021417;0.031;14;26;Parts per billion;0.942857;4.0;11;;Parts per million;0.5956520000000001;1.0;14;
34941;6;87;3; Center St;California;Santa Cruz;Davenport;2000-08-23;Parts per billion;3.318182;7.0;5;7;Parts per million;0.021792;0.031;9;26;Parts per billion;0.181818;1.0;6;1.0;Parts per million;0.2;0.2;0;2.0
366357;6;13;1002;5551 BETHEL ISLAND RD;California;Contra Costa;Bethel Island;2004-03-25;Parts per billion;6.217391;16.0;6;15;Parts per million;0.023333;0.0279999999999999;9;24;Parts per billion;0.8714290000000001;1.3;20;;Parts per million;0.317391;0.5;6;
302138;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2003-11-12;Parts per billion;23.045455;39.0;21;37;Parts per million;0.014458000000000002;0.034;11;29;Parts per billion;6.0;6.0;0;9.0;Parts per million;0.408333;0.8;10;9.0
125156;6;83;2004;128 S 'H' ST, LOMPOC;California;Santa Barbara;Lompoc;2001-09-11;Parts per billion;5.9166669999999995;18.0;6;17;Parts per million;0.019292;0.031;9;26;Parts per billion;0.0;0.0;2;;Parts per million;0.266667;0.4;7;5.0
344357;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2003-06-06;Parts per billion;4.875;13.0;22;12;Parts per million;0.038125;0.055;11;47;Parts per billion;3.2125;11.6;5;;Parts per million;0.0;0.0;0;
186059;6;1;10;6701 INTERNATIONAL BLVD;California;Alameda;Oakland;2002-12-18;Parts per billion;26.26087;42.0;17;40;Parts per million;0.0115;0.025;9;21;Parts per billion;0.9714290000000001;1.6;8;;Parts per million;1.169565;3.1;7;
309636;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2003-02-25;Parts per billion;0.318182;2.0;0;2;Parts per million;0.045417;0.048;13;41;Parts per billion;0.909091;2.0;21;3.0;Parts per million;0.1;0.1;0;1.0
326731;25;25;42;HARRISON AVE;Massachusetts;Suffolk;Boston;2003-01-14;Parts per billion;27.0;43.0;18;41;Parts per million;0.01425;0.025;0;21;Parts per billion;4.6375;7.3;20;;Parts per million;0.376471;1.0;18;
126725;6;83;2011;380 N FAIRVIEW AVENUE, GOLETA;California;Santa Barbara;Goleta;2001-10-09;Parts per billion;9.521739;18.0;5;17;Parts per million;0.0255;0.042;10;36;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.330435;0.4;5;
365200;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2004-05-24;Parts per billion;5.73913;9.0;6;8;Parts per million;0.034667;0.039;9;33;Parts per billion;0.090909;1.0;16;1.0;Parts per million;0.3;0.3;0;3.0
365928;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2004-12-09;Parts per billion;18.590909;29.0;16;27;Parts per million;0.005542;0.013000000000000001;10;11;Parts per billion;0.6190479999999999;2.0;13;3.0;Parts per million;0.6875;1.0;22;11.0
90925;51;510;9;517 N SAINT ASAPH ST, ALEXANDRIA HEALTH;Virginia;Alexandria City;Alexandria;2000-05-03;Parts per billion;24.875;48.0;6;45;Parts per million;0.041917;0.06;11;51;Parts per billion;4.475;12.0;8;;Parts per million;0.729167;1.1;6;13.0
10427;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2000-11-30;Parts per billion;37.652174;64.0;8;62;Parts per million;0.010292;0.027000000000000003;9;23;Parts per billion;2.766667;6.3;8;;Parts per million;1.725;2.8;8;32.0
231746;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2002-05-19;Parts per billion;1.208333;3.0;7;3;Parts per million;0.027208;0.047;10;40;Parts per billion;0.5625;1.0;14;;Parts per million;0.1375;0.2;10;2.0
189683;6;13;1002;5551 BETHEL ISLAND RD;California;Contra Costa;Bethel Island;2002-08-01;Parts per billion;7.8095240000000015;14.0;8;13;Parts per million;0.0195;0.0289999999999999;10;25;Parts per billion;2.583333;4.0;17;;Parts per million;0.352381;0.4;0;
380807;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2004-08-12;Parts per billion;16.173913;48.0;0;45;Parts per million;0.041458;0.071;11;87;Parts per billion;1.0;1.0;2;;Parts per million;0.533333;0.9;1;10.0
73277;42;17;12;ROCKVIEW LANE;Pennsylvania;Bucks;Bristol;2000-08-05;Parts per billion;11.75;38.0;20;36;Parts per million;0.024708;0.048;9;41;Parts per billion;1.95;4.3;2;;Parts per million;0.366667;0.9;23;10.0
309086;6;83;2011;380 N FAIRVIEW AVENUE, GOLETA;California;Santa Barbara;Goleta;2003-10-10;Parts per billion;10.521739;21.0;18;20;Parts per million;0.03985;0.063;8;61;Parts per billion;0.357143;1.0;17;;Parts per million;0.520833;0.6;7;7.0
438776;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2004-10-29;Parts per billion;10.125;14.0;20;13;Parts per million;0.016125;0.022000000000000002;0;19;Parts per billion;0.0;0.0;2;;Parts per million;0.3;0.3;0;3.0
364624;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2004-01-01;Parts per billion;9.434783;25.0;19;24;Parts per million;0.020083;0.035;2;30;Parts per billion;0.045455;1.0;5;1.0;Parts per million;0.338889;0.6;22;7.0
206323;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2002-09-09;Parts per billion;25.478261;56.0;19;53;Parts per million;0.038583;0.068;10;77;Parts per billion;0.5217390000000001;1.0;6;1.0;Parts per million;0.626087;1.4;20;
252154;36;103;9;57 DIVISION STREET;New York;Suffolk;Holtsville;2002-12-25;Parts per billion;4.9583330000000005;10.0;0;9;Parts per million;0.02725;0.03;8;25;Parts per billion;2.9;4.0;2;;Parts per million;0.025;0.2;0;2.0
256163;42;3;10;CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD;Pennsylvania;Allegheny;Pittsburgh;2002-06-20;Parts per billion;34.75;74.0;21;72;Parts per million;0.03525;0.08900000000000001;11;135;Parts per billion;13.425;20.6;11;;Parts per million;0.37916700000000003;1.1;22;
150496;26;163;16;2451 MARQUETTE;Michigan;Wayne;Detroit;2001-08-23;Parts per billion;26.869565;41.0;21;39;Parts per million;0.024083;0.044000000000000004;13;37;Parts per billion;1.5;6.0;13;9.0;Parts per million;0.295833;0.6;6;7.0
115439;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2001-09-14;Parts per billion;20.652174;33.0;18;31;Parts per million;0.035375;0.066;10;71;Parts per billion;3.928571;6.3;20;;Parts per million;0.516667;0.9;0;10.0
33896;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2000-12-06;Parts per billion;3.9;14.0;8;13;Parts per million;0.028417;0.033;0;28;Parts per billion;0.4761899999999999;2.0;8;3.0;Parts per million;0.171429;0.3;0;
273165;48;141;37;250 Rim Rd;Texas;El Paso;El Paso;2002-10-08;Parts per billion;17.041667;36.0;19;34;Parts per million;0.017708;0.037000000000000005;9;31;Parts per billion;0.0;0.0;2;;Parts per million;0.408333;1.6;19;
145971;21;101;13;NORTH GREEN STREET;Kentucky;Henderson;Henderson;2001-04-05;Parts per billion;14.478260999999998;33.0;6;31;Parts per million;0.022917;0.038;10;32;Parts per billion;10.608696;21.0;1;30.0;Parts per million;0.143478;0.4;5;
259830;42;17;12;ROCKVIEW LANE;Pennsylvania;Bucks;Bristol;2002-08-22;Parts per billion;12.541667;28.0;6;26;Parts per million;0.038208;0.07200000000000001;11;90;Parts per billion;3.425;5.0;17;;Parts per million;0.029167000000000002;0.1;6;1.0
50853;21;59;5;716 PLEASANT VALLEY ROAD;Kentucky;Daviess;Not in a city;2000-10-09;Parts per billion;11.0;30.0;19;28;Parts per million;0.0109579999999999;0.025;10;21;Parts per billion;1.357143;5.3;11;;Parts per million;0.029167000000000002;0.2;22;2.0
75060;42;69;2006;GEORGE ST TROOP AND CITY OF SCRANTON;Pennsylvania;Lackawanna;Scranton;2000-09-11;Parts per billion;17.458333;33.0;23;31;Parts per million;0.023375;0.034;0;29;Parts per billion;1.675;4.0;2;;Parts per million;0.833333;1.2;22;
211348;6;73;2007;1100 PASEO INTERNATIONAL, OTAY MESA, CA;California;San Diego;San Diego;2002-03-05;Parts per billion;34.739129999999996;57.0;7;54;Parts per million;0.021792;0.046;9;39;Parts per billion;4.26087;8.0;7;11.0;Parts per million;1.379167;1.7;8;19.0
297626;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2003-03-20;Parts per billion;14.956522;37.0;20;35;Parts per million;0.028625;0.048;10;41;Parts per billion;0.304348;1.0;8;1.0;Parts per million;0.425;0.8;23;9.0
24212;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2000-03-17;Parts per billion;30.478261;71.0;21;69;Parts per million;0.037125;0.053;11;45;Parts per billion;3.913043;7.0;1;10.0;Parts per million;1.143478;2.1;22;
348559;42;73;15;CROTON ST & JEFFERSON ST.;Pennsylvania;Lawrence;New Castle;2003-05-20;Parts per billion;14.833332999999998;28.0;9;26;Parts per million;0.02175;0.037000000000000005;0;31;Parts per billion;11.2125;16.6;17;;Parts per million;0.1875;0.4;14;
407215;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2004-04-11;Parts per billion;12.458333;39.0;21;37;Parts per million;0.026792000000000003;0.045;11;38;Parts per billion;3.55;7.3;8;;Parts per million;0.675;0.7;0;8.0
141977;20;191;2;707 E 119TH ST SOUTH,PECK COMMUNITY BLDG;Kansas;Sumner;Not in a city;2001-12-12;Parts per billion;6.0416669999999995;17.0;19;16;Parts per million;0.011708;0.019;0;16;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.2125;0.5;19;
171982;42;95;25;WASHINGTON & CAMBRIA STS. FREEMANSBURG;Pennsylvania;Northampton;Freemansburg;2001-09-22;Parts per billion;15.208332999999998;27.0;21;25;Parts per million;0.023375;0.0559999999999999;11;47;Parts per billion;1.3;3.3;17;;Parts per million;1.258333;1.5;21;17.0
187206;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2002-10-02;Parts per billion;13.173913;42.0;19;40;Parts per million;0.019941;0.04;10;34;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.3375;0.7;22;8.0
169527;42;71;7;ABRAHAM LINCOLN JR HIGH GROFFTOWN RD;Pennsylvania;Lancaster;Lancaster;2001-10-11;Parts per billion;16.608696;29.0;23;27;Parts per million;0.0175;0.037000000000000005;11;31;Parts per billion;3.791667;12.0;21;17.0;Parts per million;0.683333;1.8;6;
306546;6;83;1025;LFC #1-LAS FLORES CANYON;California;Santa Barbara;Capitan;2003-12-03;Parts per billion;3.7391300000000003;10.0;16;9;Parts per million;0.040208;0.046;18;39;Parts per billion;0.785714;1.6;11;;Parts per million;0.279167;0.3;0;3.0
72855;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2000-10-02;Parts per billion;15.791667000000002;38.0;19;36;Parts per million;0.021542;0.036000000000000004;10;31;Parts per billion;2.4;7.3;17;;Parts per million;0.0375;0.1;6;1.0
374918;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2004-04-19;Parts per billion;9.695652;26.0;5;25;Parts per million;0.025875;0.034;12;29;Parts per billion;4.391304;11.0;10;16.0;Parts per million;0.408696;0.8;5;
398028;6;95;4;304 TUOLUMNE ST.;California;Solano;Vallejo;2004-12-05;Parts per billion;14.782608999999999;27.0;0;25;Parts per million;0.01575;0.025;12;21;Parts per billion;2.542857;6.3;11;;Parts per million;0.543478;1.2;7;
71043;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2000-09-03;Parts per billion;10.75;19.0;23;18;Parts per million;0.018667;0.0409999999999999;10;35;Parts per billion;4.075;30.0;14;;Parts per million;0.0541669999999999;0.1;0;1.0
340404;40;71;9003;RT 1, BOX 1980  PONCA CITY, OK  74601;Oklahoma;Kay;Ponca City;2003-03-01;Parts per billion;16.0;24.0;21;23;Parts per million;0.028625;0.042;10;36;Parts per billion;2.2875;12.0;14;;Parts per million;0.1;0.1;0;1.0
380025;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2004-01-25;Parts per billion;10.782608999999999;35.0;23;33;Parts per million;0.01525;0.0279999999999999;9;24;Parts per billion;1.0857139999999998;1.6;23;;Parts per million;0.4625;1.2;23;14.0
416146;36;5;83;200TH STREET AND SOUTHERN BLVD Harding Lab;New York;Bronx;New York;2004-01-01;Parts per billion;21.291667;31.0;19;29;Parts per million;0.007792;0.016;7;14;Parts per billion;12.583333;21.0;19;30.0;Parts per million;0.408333;0.6;1;
104248;6;37;31;1115 N. MAHAR AVENUE WILMINGTON, CA;California;Los Angeles;West Los Angeles;2001-10-30;Parts per billion;28.521739;53.0;10;50;Parts per million;0.008958;0.018000000000000002;21;15;Parts per billion;4.217391;22.0;11;31.0;Parts per million;0.682609;1.3;9;
435091;42;101;4;1501 E. LYCOMING AVE.;Pennsylvania;Philadelphia;Philadelphia;2004-12-16;Parts per billion;36.75;43.0;18;41;Parts per million;0.0017079999999999;0.003;7;3;Parts per billion;14.333332999999998;35.0;13;50.0;Parts per million;0.754167;1.3;7;
118904;6;73;1007;330A 12TH AVE., SAN DIEGO, CA. 92112;California;San Diego;San Diego;2001-05-08;Parts per billion;25.272727;50.0;8;47;Parts per million;0.034125;0.053;9;45;Parts per billion;5.090909;11.0;18;16.0;Parts per million;0.366667;0.5;15;6.0
258778;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2002-06-29;Parts per billion;5.6666669999999995;16.0;7;15;Parts per million;0.02425;0.045;9;38;Parts per billion;3.4375;8.6;8;;Parts per million;0.0;0.0;0;0.0
340530;40;71;9003;RT 1, BOX 1980  PONCA CITY, OK  74601;Oklahoma;Kay;Ponca City;2003-05-01;Parts per billion;6.1666669999999995;12.0;5;11;Parts per million;0.0293329999999999;0.035;0;30;Parts per billion;1.9125;13.0;5;;Parts per million;0.0166669999999999;0.1;20;1.0
108138;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2001-08-01;Parts per billion;18.565217;32.0;13;30;Parts per million;0.022875;0.027000000000000003;14;23;Parts per billion;2.0142860000000002;5.6;14;;Parts per million;0.108696;0.3;7;
337944;36;103;9;57 DIVISION STREET;New York;Suffolk;Holtsville;2003-11-16;Parts per billion;26.25;33.0;17;31;Parts per million;0.008542000000000001;0.013000000000000001;8;11;Parts per billion;15.583332999999998;30.0;4;43.0;Parts per million;0.458333;0.7;7;8.0
55701;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2000-10-15;Parts per billion;24.047619;42.0;23;40;Parts per million;0.037273;0.07;10;84;Parts per billion;8.904762;21.0;0;30.0;Parts per million;0.7055560000000001;0.9;9;10.0
115030;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2001-06-03;Parts per billion;8.347826;38.0;21;36;Parts per million;0.045417;0.065;11;67;Parts per billion;1.785714;8.6;2;;Parts per million;0.173913;0.7;22;
287723;6;37;1002;228 W. PALM AVE., BURBANK;California;Los Angeles;Burbank;2003-02-04;Parts per billion;47.956522;65.0;19;63;Parts per million;0.0069999999999999;0.015;10;13;Parts per billion;0.414286;1.0;20;;Parts per million;1.6695650000000002;3.6;8;
53669;21;145;1024;JACKSON PURCHASE RECC, 2901 POWELL STREET;Kentucky;McCracken;Paducah;2000-03-13;Parts per billion;16.869564999999998;38.0;0;36;Parts per million;0.029292000000000002;0.048;10;41;Parts per billion;2.652174;5.0;4;7.0;Parts per million;0.10416700000000001;0.5;0;6.0
425724;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2004-08-06;Parts per billion;11.666667;21.0;0;20;Parts per million;0.013458000000000001;0.0289999999999999;9;25;Parts per billion;2.416667;6.0;8;9.0;Parts per million;0.183333;0.2;0;2.0
410317;25;25;42;HARRISON AVE;Massachusetts;Suffolk;Boston;2004-06-16;Parts per billion;18.318182;28.0;6;26;Parts per million;0.033167;0.045;9;38;Parts per billion;2.166667;3.0;11;4.0;Parts per million;0.20416700000000002;0.4;22;5.0
